Symbol,Signal_Type,Signal_date,Signal_Price,Signal_Rank,ret_1w,ret_1w_price,ret_1w_date,ret_2w,ret_2w_price,ret_2w_date,ret_1m,ret_1m_price,ret_1m_date,ret_3m,ret_3m_price,ret_3m_date,ret_6m,ret_6m_price,ret_6m_date,ret_1y,ret_1y_price,ret_1y_date,ret_sinceSignal,current_price,current_date,ret_1w_perc,ret_2w_perc,ret_1m_perc,ret_3m_perc,ret_6m_perc,ret_1y_perc,ret_sinceSignal_perc,Updated_Signal_Price
GREAVESCOT,Golden cross,2024-07-10,171.0,1,-9.04,155.54510498046875,2024-07-18 00:00:00,-8.02,157.28762817382812,2024-07-24 00:00:00,-5.5,161.59190368652344,2024-08-09 00:00:00,-3.99,164.1763458251953,2024-10-08 00:00:00,53.48,262.4543762207031,2025-01-06 00:00:00,17.5,200.93283081054688,2025-07-10 00:00:00,36.11,232.75,2025-10-30 00:00:00,-9.04,-8.02,-5.5,-3.99,53.48,17.5,36.11,168.0
GREAVESCOT,Golden cross,2024-01-02,155.0,1,-3.53,149.53436279296875,2024-01-09 00:00:00,-5.29,146.79330444335938,2024-01-16 00:00:00,4.34,161.72227478027344,2024-02-01 00:00:00,-17.8,127.41011810302734,2024-04-01 00:00:00,-13.4,134.22360229492188,2024-07-01 00:00:00,76.29,273.2476806640625,2025-01-01 00:00:00,50.16,232.75,2025-10-30 00:00:00,-3.53,-5.29,4.34,-17.8,-13.4,76.29,50.16,153.0
GREENPANEL,Accumulation Signal,2025-07-29,327.29998779296875,2,-16.96,271.79998779296875,2025-08-05 00:00:00,-15.77,275.70001220703125,2025-08-12 00:00:00,-17.34,270.54998779296875,2025-08-28 00:00:00,-7.88,301.5,2025-10-27 00:00:00,,,,,,,-9.93,294.79998779296875,2025-10-30 00:00:00,-16.96,-15.77,-17.34,-7.88,,,-9.93,327.0
GREENPANEL,Golden cross,2024-08-22,377.0,5,4.37,393.4648132324219,2024-08-29 00:00:00,5.89,399.2091979980469,2024-09-05 00:00:00,3.27,389.3188781738281,2024-09-23 00:00:00,-13.56,325.8809814453125,2024-11-21 00:00:00,-19.43,303.75,2025-02-18 00:00:00,-29.87,264.3999938964844,2025-08-22 00:00:00,-21.8,294.79998779296875,2025-10-30 00:00:00,4.37,5.89,3.27,-13.56,-19.43,-29.87,-21.8,377.0
GREENPLY,Golden cross,2025-07-23,339.0,10,-2.59,330.2275695800781,2025-07-30 00:00:00,-10.84,302.25,2025-08-06 00:00:00,-9.12,308.1000061035156,2025-08-22 00:00:00,-9.37,307.25,2025-10-21 00:00:00,,,,,,,-10.03,305.0,2025-10-31 00:00:00,-2.59,-10.84,-9.12,-9.37,,,-10.03,339.0
GREENPLY,Golden cross,2025-07-22,342.0,6,-2.84,332.2743225097656,2025-07-29 00:00:00,-8.92,311.5,2025-08-05 00:00:00,-9.58,309.25,2025-08-21 00:00:00,-10.38,306.5,2025-10-20 00:00:00,,,,,,,-10.82,305.0,2025-10-31 00:00:00,-2.84,-8.92,-9.58,-10.38,,,-10.82,341.0
GREENPLY,Golden cross,2025-07-22,341.0,11,-2.56,332.2743225097656,2025-07-29 00:00:00,-8.65,311.5,2025-08-05 00:00:00,-9.31,309.25,2025-08-21 00:00:00,-10.12,306.5,2025-10-20 00:00:00,,,,,,,-10.56,305.0,2025-10-31 00:00:00,-2.56,-8.65,-9.31,-10.12,,,-10.56,341.0
GRINDWELL,Golden cross,2024-05-16,2345.0,6,-1.65,2306.37939453125,2024-05-23 00:00:00,5.22,2467.39501953125,2024-05-30 00:00:00,13.68,2665.859130859375,2024-06-18 00:00:00,1.64,2383.344970703125,2024-08-14 00:00:00,-10.48,2099.31982421875,2024-11-12 00:00:00,-24.84,1762.4700927734375,2025-05-16 00:00:00,-28.52,1676.300048828125,2025-10-30 00:00:00,-1.65,5.22,13.68,1.64,-10.48,-24.84,-28.52,2322.0
GRMOVER,Golden cross,2025-01-31,238.0,1,0.87,240.05999755859375,2025-02-07 00:00:00,-3.73,229.1199951171875,2025-02-14 00:00:00,-5.55,224.77999877929688,2025-03-03 00:00:00,29.75,308.79998779296875,2025-05-02 00:00:00,56.64,372.79998779296875,2025-07-30 00:00:00,,,,81.13,431.1000061035156,2025-10-31 00:00:00,0.87,-3.73,-5.55,29.75,56.64,,81.13,238.0
GRMOVER,Golden cross,2025-01-22,218.0,3,-4.9,207.30999755859375,2025-01-29 00:00:00,5.9,230.86000061035156,2025-02-05 00:00:00,-0.24,217.47999572753906,2025-02-21 00:00:00,48.9,324.6000061035156,2025-04-22 00:00:00,74.5,380.3999938964844,2025-07-21 00:00:00,,,,97.75,431.1000061035156,2025-10-31 00:00:00,-4.9,5.9,-0.24,48.9,74.5,,97.75,218.0
GRMOVER,Golden cross,2024-07-09,214.0,2,-3.2,207.16000366210938,2024-07-16 00:00:00,-6.02,201.1199951171875,2024-07-23 00:00:00,-4.92,203.47000122070312,2024-08-08 00:00:00,0.02,214.0500030517578,2024-10-07 00:00:00,-9.46,193.75,2025-01-06 00:00:00,79.28,383.6499938964844,2025-07-09 00:00:00,101.45,431.1000061035156,2025-10-31 00:00:00,-3.2,-6.02,-4.92,0.02,-9.46,79.28,101.45,214.0
GRSE,Golden cross,2025-04-15,1699.0,4,1.85,1730.4937744140625,2025-04-22 00:00:00,14.99,1953.7286376953125,2025-04-29 00:00:00,32.67,2254.1025390625,2025-05-15 00:00:00,56.77,2663.449462890625,2025-07-14 00:00:00,53.36,2605.60009765625,2025-10-13 00:00:00,,,,50.48,2556.60009765625,2025-10-31 00:00:00,1.85,14.99,32.67,56.77,53.36,,50.48,1695.0
GRSE,Golden cross,2025-04-03,1730.0,4,-6.84,1611.7412109375,2025-04-11 00:00:00,-1.1,1711.0343017578125,2025-04-17 00:00:00,11.32,1925.8865966796875,2025-05-05 00:00:00,71.52,2967.21630859375,2025-07-02 00:00:00,46.19,2529.10009765625,2025-09-30 00:00:00,,,,47.78,2556.60009765625,2025-10-31 00:00:00,-6.84,-1.1,11.32,71.52,46.19,,47.78,1726.0
GRWRHITECH,Golden cross,2025-05-20,4323.0,4,-1.1,4275.484375,2025-05-27 00:00:00,5.58,4564.0712890625,2025-06-03 00:00:00,-6.86,4026.259765625,2025-06-19 00:00:00,-35.33,2795.482421875,2025-08-18 00:00:00,,,,,,,-18.75,3512.300048828125,2025-10-30 00:00:00,-1.1,5.58,-6.86,-35.33,,,-18.75,4308.0
GSFC,Golden cross,2025-08-20,215.0,6,-10.5,192.42196655273438,2025-08-28 00:00:00,-1.11,212.60855102539062,2025-09-03 00:00:00,-1.84,211.0399932861328,2025-09-19 00:00:00,,,,,,,,,,-10.19,193.08999633789062,2025-10-30 00:00:00,-10.5,-1.11,-1.84,,,,-10.19,210.0
GSFC,Golden cross,2025-08-19,211.0,6,-7.51,195.146728515625,2025-08-26 00:00:00,-0.78,209.35643005371094,2025-09-02 00:00:00,-0.27,210.44000244140625,2025-09-18 00:00:00,,,,,,,,,,-8.49,193.08999633789062,2025-10-30 00:00:00,-7.51,-0.78,-0.27,,,,-8.49,206.0
GSPL,Golden cross,2024-07-30,348.0,3,-5.46,329.0059509277344,2024-08-06 00:00:00,-10.24,312.3708190917969,2024-08-13 00:00:00,17.21,407.9012145996094,2024-08-29 00:00:00,10.06,383.02239990234375,2024-10-28 00:00:00,-2.95,337.7323913574219,2025-01-27 00:00:00,-8.63,317.9641418457031,2025-07-30 00:00:00,-10.22,312.45001220703125,2025-10-30 00:00:00,-5.46,-10.24,17.21,10.06,-2.95,-8.63,-10.22,338.0
GUJAPOLLO,Golden cross,2025-04-08,362.0,1,-0.62,359.7501220703125,2025-04-15 00:00:00,3.19,373.54449462890625,2025-04-22 00:00:00,-6.66,337.8882141113281,2025-05-08 00:00:00,6.09,384.05218505859375,2025-07-07 00:00:00,30.72,473.20001220703125,2025-10-06 00:00:00,,,,26.22,456.8999938964844,2025-10-31 00:00:00,-0.62,3.19,-6.66,6.09,30.72,,26.22,360.0
GUJAPOLLO,Golden cross,2025-04-07,358.0,2,0.49,359.7501220703125,2025-04-15 00:00:00,7.26,384.0023498535156,2025-04-21 00:00:00,-6.79,333.705078125,2025-05-07 00:00:00,7.28,384.05218505859375,2025-07-07 00:00:00,32.18,473.20001220703125,2025-10-06 00:00:00,,,,27.63,456.8999938964844,2025-10-31 00:00:00,0.49,7.26,-6.79,7.28,32.18,,27.63,356.0
GUJAPOLLO,Golden cross,2025-04-04,372.0,1,-2.2,363.8336486816406,2025-04-11 00:00:00,3.23,384.0023498535156,2025-04-21 00:00:00,-7.88,342.6689453125,2025-05-05 00:00:00,0.09,372.3493347167969,2025-07-03 00:00:00,25.99,468.70001220703125,2025-10-01 00:00:00,,,,22.82,456.8999938964844,2025-10-31 00:00:00,-2.2,3.23,-7.88,0.09,25.99,,22.82,371.0
GULFOILLUB,Golden cross,2025-03-06,1222.0,1,-3.91,1174.2088623046875,2025-03-13 00:00:00,3.23,1261.480712890625,2025-03-20 00:00:00,-16.6,1019.1836547851562,2025-04-07 00:00:00,-6.57,1141.775390625,2025-06-04 00:00:00,2.43,1251.745849609375,2025-09-02 00:00:00,,,,1.29,1237.800048828125,2025-10-30 00:00:00,-3.91,3.23,-16.6,-6.57,2.43,,1.29,1195.0
GULFOILLUB,Golden cross,2025-02-12,1115.0,1,0.91,1125.0938720703125,2025-02-19 00:00:00,-0.62,1108.118896484375,2025-02-27 00:00:00,5.96,1181.39990234375,2025-03-17 00:00:00,7.35,1196.956298828125,2025-05-13 00:00:00,2.96,1148.0369873046875,2025-08-11 00:00:00,,,,11.01,1237.800048828125,2025-10-30 00:00:00,0.91,-0.62,5.96,7.35,2.96,,11.01,1090.0
GULFOILLUB,Golden cross,2025-02-10,1188.0,2,-10.6,1062.0859375,2025-02-17 00:00:00,-8.45,1087.6705322265625,2025-02-24 00:00:00,-0.23,1185.2156982421875,2025-03-12 00:00:00,-0.6,1180.8128662109375,2025-05-12 00:00:00,-3.36,1148.0369873046875,2025-08-11 00:00:00,,,,4.19,1237.800048828125,2025-10-30 00:00:00,-10.6,-8.45,-0.23,-0.6,-3.36,,4.19,1141.0
GULFOILLUB,Golden cross,2025-02-10,1167.0,3,-8.99,1062.0859375,2025-02-17 00:00:00,-6.8,1087.6705322265625,2025-02-24 00:00:00,1.56,1185.2156982421875,2025-03-12 00:00:00,1.18,1180.8128662109375,2025-05-12 00:00:00,-1.62,1148.0369873046875,2025-08-11 00:00:00,,,,6.07,1237.800048828125,2025-10-30 00:00:00,-8.99,-6.8,1.56,1.18,-1.62,,6.07,1141.0
GULFOILLUB,Golden cross,2025-02-07,1144.0,1,-6.27,1072.260986328125,2025-02-14 00:00:00,-3.89,1099.5091552734375,2025-02-21 00:00:00,1.59,1162.2236328125,2025-03-10 00:00:00,1.94,1166.2349853515625,2025-05-08 00:00:00,-0.83,1134.5352783203125,2025-08-06 00:00:00,,,,8.2,1237.800048828125,2025-10-30 00:00:00,-6.27,-3.89,1.59,1.94,-0.83,,8.2,1120.0
GULPOLY,Golden cross,2024-09-09,231.0,1,8.92,251.60450744628906,2024-09-16 00:00:00,3.34,238.70834350585938,2024-09-23 00:00:00,-4.98,219.493896484375,2024-10-09 00:00:00,-20.54,183.5603790283203,2024-12-09 00:00:00,-29.27,163.38771057128906,2025-03-10 00:00:00,-30.7,160.08383178710938,2025-09-09 00:00:00,-34.2,152.0,2025-10-31 00:00:00,8.92,3.34,-4.98,-20.54,-29.27,-30.7,-34.2,230.0
GULPOLY,Golden cross,2024-09-04,232.0,1,2.87,238.64846801757812,2024-09-11 00:00:00,8.28,251.2152099609375,2024-09-18 00:00:00,-5.51,219.21441650390625,2024-10-04 00:00:00,-21.84,181.33450317382812,2024-12-03 00:00:00,-36.32,147.73666381835938,2025-03-03 00:00:00,-30.42,161.4213409423828,2025-09-04 00:00:00,-34.48,152.0,2025-10-31 00:00:00,2.87,8.28,-5.51,-21.84,-36.32,-30.42,-34.48,232.0
HAL,Golden cross,2025-05-16,5128.0,1,-3.57,4944.9443359375,2025-05-23 00:00:00,-3.33,4957.40234375,2025-05-30 00:00:00,-1.59,5046.70166015625,2025-06-16 00:00:00,-11.47,4539.80908203125,2025-08-14 00:00:00,,,,,,,-9.32,4650.2001953125,2025-10-30 00:00:00,-3.57,-3.33,-1.59,-11.47,,,-9.32,5110.0
HAL,Golden cross,2025-05-15,4865.0,13,3.25,5023.0810546875,2025-05-22 00:00:00,2.44,4983.9130859375,2025-05-29 00:00:00,3.73,5046.70166015625,2025-06-16 00:00:00,-7.31,4509.2119140625,2025-08-13 00:00:00,,,,,,,-4.42,4650.2001953125,2025-10-30 00:00:00,3.25,2.44,3.73,-7.31,,,-4.42,4848.0
HAL,Golden cross,2025-05-12,4440.0,3,12.6,4999.46044921875,2025-05-19 00:00:00,12.31,4986.40478515625,2025-05-26 00:00:00,13.13,5022.88134765625,2025-06-11 00:00:00,-0.23,4429.978515625,2025-08-11 00:00:00,,,,,,,4.73,4650.2001953125,2025-10-30 00:00:00,12.6,12.31,13.13,-0.23,,,4.73,4425.0
HAL,Golden cross,2025-04-29,4609.0,7,-2.53,4492.36865234375,2025-05-06 00:00:00,-0.32,4594.3251953125,2025-05-13 00:00:00,8.13,4983.9130859375,2025-05-29 00:00:00,-2.55,4491.4716796875,2025-07-28 00:00:00,3.21,4756.7998046875,2025-10-27 00:00:00,,,,0.89,4650.2001953125,2025-10-30 00:00:00,-2.53,-0.32,8.13,-2.55,3.21,,0.89,4594.0
HAPPYFORGE,Golden cross,2024-05-31,1116.0,1,2.99,1149.416748046875,2024-06-07 00:00:00,5.99,1182.84912109375,2024-06-14 00:00:00,11.15,1240.4241943359375,2024-07-01 00:00:00,5.71,1179.7618408203125,2024-08-29 00:00:00,-2.03,1093.335693359375,2024-11-27 00:00:00,-13.0,970.973388671875,2025-06-02 00:00:00,-8.71,1018.75,2025-10-30 00:00:00,2.99,5.99,11.15,5.71,-2.03,-13.0,-8.71,1109.0
HAPPYFORGE,Golden cross,2024-05-31,1112.0,4,3.36,1149.416748046875,2024-06-07 00:00:00,6.37,1182.84912109375,2024-06-14 00:00:00,11.55,1240.4241943359375,2024-07-01 00:00:00,6.09,1179.7618408203125,2024-08-29 00:00:00,-1.68,1093.335693359375,2024-11-27 00:00:00,-12.68,970.973388671875,2025-06-02 00:00:00,-8.39,1018.75,2025-10-30 00:00:00,3.36,6.37,11.55,6.09,-1.68,-12.68,-8.39,1109.0
HARDWYN,Golden cross,2024-09-24,32.0,3,-8.15,29.39285659790039,2024-10-01 00:00:00,-12.75,27.921428680419922,2024-10-08 00:00:00,-19.17,25.86428451538086,2024-10-24 00:00:00,-33.59,21.25,2024-12-23 00:00:00,-61.91,12.1899995803833,2025-03-24 00:00:00,-58.72,13.210000038146973,2025-09-24 00:00:00,-53.91,14.75,2025-10-31 00:00:00,-8.15,-12.75,-19.17,-33.59,-61.91,-58.72,-53.91,32.0
HARIOMPIPE,Golden cross,2025-09-24,529.0,2,-6.24,496.0,2025-10-01 00:00:00,-11.26,469.45001220703125,2025-10-08 00:00:00,-12.84,461.04998779296875,2025-10-24 00:00:00,,,,,,,,,,-15.26,448.29998779296875,2025-10-30 00:00:00,-6.24,-11.26,-12.84,,,,-15.26,529.0
HARIOMPIPE,Golden cross,2024-07-18,683.0,2,0.78,688.2974853515625,2024-07-25 00:00:00,1.05,690.14404296875,2024-08-01 00:00:00,4.22,711.8030395507812,2024-08-19 00:00:00,-5.28,646.922607421875,2024-10-16 00:00:00,-26.99,498.6892395019531,2025-01-14 00:00:00,-31.78,465.9760437011719,2025-07-18 00:00:00,-34.36,448.29998779296875,2025-10-30 00:00:00,0.78,1.05,4.22,-5.28,-26.99,-31.78,-34.36,682.0
HARIOMPIPE,Golden cross,2024-06-21,595.0,13,-1.26,587.4882202148438,2024-06-28 00:00:00,-1.56,585.7415771484375,2024-07-05 00:00:00,15.5,687.2494506835938,2024-07-22 00:00:00,21.33,721.8883056640625,2024-09-19 00:00:00,-5.12,564.565185546875,2024-12-18 00:00:00,-36.37,378.5743103027344,2025-06-23 00:00:00,-24.66,448.29998779296875,2025-10-30 00:00:00,-1.26,-1.56,15.5,21.33,-5.12,-36.37,-24.66,594.0
HARSHA,Golden cross,2024-05-22,497.0,1,1.44,504.162353515625,2024-05-29 00:00:00,-4.13,476.48516845703125,2024-06-05 00:00:00,15.42,573.6539306640625,2024-06-21 00:00:00,7.02,531.8892822265625,2024-08-20 00:00:00,-4.66,473.8197326660156,2024-11-18 00:00:00,-23.88,378.3076477050781,2025-05-22 00:00:00,-19.05,402.29998779296875,2025-10-31 00:00:00,1.44,-4.13,15.42,7.02,-4.66,-23.88,-19.05,495.0
HARSHA,Golden cross,2024-05-03,419.0,1,-2.28,409.4327697753906,2024-05-10 00:00:00,6.92,448.0115661621094,2024-05-17 00:00:00,16.38,487.6357116699219,2024-06-03 00:00:00,33.76,560.4625244140625,2024-08-01 00:00:00,20.48,504.79254150390625,2024-10-30 00:00:00,-5.58,395.6145324707031,2025-05-05 00:00:00,-3.99,402.29998779296875,2025-10-31 00:00:00,-2.28,6.92,16.38,33.76,20.48,-5.58,-3.99,418.0
HATSUN,Golden cross,2024-07-11,1154.0,1,5.95,1222.6441650390625,2024-07-18 00:00:00,5.62,1218.85546875,2024-07-25 00:00:00,6.46,1228.544677734375,2024-08-12 00:00:00,-1.73,1133.9876708984375,2024-10-09 00:00:00,-14.91,981.8916625976562,2025-01-07 00:00:00,-18.38,941.8428955078125,2025-07-11 00:00:00,-1.08,1141.5,2025-10-30 00:00:00,5.95,5.62,6.46,-1.73,-14.91,-18.38,-1.08,1141.0
HATSUN,Golden cross,2024-04-29,1093.0,6,-3.52,1054.5491943359375,2024-05-06 00:00:00,-8.33,1001.9453735351562,2024-05-13 00:00:00,-7.41,1012.0310668945312,2024-05-29 00:00:00,8.77,1188.893310546875,2024-07-29 00:00:00,-5.07,1037.59228515625,2024-10-28 00:00:00,-18.77,887.8316650390625,2025-04-29 00:00:00,4.44,1141.5,2025-10-30 00:00:00,-3.52,-8.33,-7.41,8.77,-5.07,-18.77,4.44,1086.0
HATSUN,Golden cross,2024-04-24,1114.0,1,-3.02,1080.307373046875,2024-05-02 00:00:00,-4.85,1059.9876708984375,2024-05-08 00:00:00,-11.05,990.870849609375,2024-05-24 00:00:00,6.43,1185.614013671875,2024-07-23 00:00:00,4.9,1168.6204833984375,2024-10-21 00:00:00,-16.07,934.98583984375,2025-04-24 00:00:00,2.47,1141.5,2025-10-30 00:00:00,-3.02,-4.85,-11.05,6.43,4.9,-16.07,2.47,1102.0
HBLENGINE,Golden cross,2025-07-08,628.0,1,-3.65,605.0900268554688,2025-07-15 00:00:00,-5.68,592.3050537109375,2025-07-22 00:00:00,-5.41,594.052978515625,2025-08-07 00:00:00,36.89,859.6500244140625,2025-10-06 00:00:00,,,,,,,59.67,1002.75,2025-10-30 00:00:00,-3.65,-5.68,-5.41,36.89,,,59.67,627.0
HBSL,Accumulation Signal,2025-07-01,114.22000122070312,1,-19.6,91.83218383789062,2025-07-08 00:00:00,-20.39,90.9326400756836,2025-07-15 00:00:00,-29.66,80.33999633789062,2025-07-31 00:00:00,-30.92,78.9000015258789,2025-09-29 00:00:00,,,,,,,-14.8,97.31999969482422,2025-10-30 00:00:00,-19.6,-20.39,-29.66,-30.92,,,-14.8,106.0
HCC,Golden cross,2024-11-28,43.0,3,5.0,45.150001525878906,2024-12-05 00:00:00,3.53,44.52000045776367,2024-12-12 00:00:00,-14.26,36.869998931884766,2024-12-30 00:00:00,-43.4,24.34000015258789,2025-02-27 00:00:00,-26.49,31.610000610351562,2025-05-27 00:00:00,,,,-32.72,28.93000030517578,2025-10-30 00:00:00,5.0,3.53,-14.26,-43.4,-26.49,,-32.72,43.0
HCLTECH,Golden cross,2025-06-24,1692.0,3,-0.03,1691.4400634765625,2025-07-01 00:00:00,-0.63,1681.3994140625,2025-07-08 00:00:00,-11.63,1495.26171875,2025-07-24 00:00:00,-15.57,1428.494873046875,2025-09-22 00:00:00,,,,,,,-8.4,1549.800048828125,2025-10-30 00:00:00,-0.03,-0.63,-11.63,-15.57,,,-8.4,1665.0
HDFCLIFE,Golden cross,2024-07-23,644.0,1,7.96,695.2781982421875,2024-07-30 00:00:00,5.24,677.7266845703125,2024-08-06 00:00:00,12.42,723.998779296875,2024-08-22 00:00:00,15.5,743.7940673828125,2024-10-21 00:00:00,-1.82,632.30224609375,2025-01-20 00:00:00,18.4,762.5,2025-07-23 00:00:00,15.93,746.5999755859375,2025-10-30 00:00:00,7.96,5.24,12.42,15.5,-1.82,18.4,15.93,642.0
HDFCLIFE,Golden cross,2024-04-04,620.0,1,-0.85,614.7046508789062,2024-04-12 00:00:00,-2.91,601.9335327148438,2024-04-18 00:00:00,-11.03,551.6439819335938,2024-05-06 00:00:00,-4.11,594.5067749023438,2024-07-03 00:00:00,14.23,708.2423706054688,2024-10-01 00:00:00,10.83,687.150634765625,2025-04-04 00:00:00,20.42,746.5999755859375,2025-10-30 00:00:00,-0.85,-2.91,-11.03,-4.11,14.23,10.83,20.42,619.0
HEG,Golden cross,2025-05-14,488.0,5,0.57,490.8013000488281,2025-05-21 00:00:00,0.2,488.9578857421875,2025-05-28 00:00:00,2.82,501.7622375488281,2025-06-13 00:00:00,3.52,505.20001220703125,2025-08-12 00:00:00,,,,,,,20.67,588.8499755859375,2025-10-30 00:00:00,0.57,0.2,2.82,3.52,,,20.67,486.0
HEG,Golden cross,2025-04-28,478.0,7,-2.4,466.53778076171875,2025-05-05 00:00:00,-3.42,461.6551513671875,2025-05-12 00:00:00,2.29,488.9578857421875,2025-05-28 00:00:00,7.33,513.0220947265625,2025-07-28 00:00:00,9.67,524.2000122070312,2025-10-27 00:00:00,,,,23.19,588.8499755859375,2025-10-30 00:00:00,-2.4,-3.42,2.29,7.33,9.67,,23.19,477.0
HERITGFOOD,Golden cross,2025-07-23,473.0,11,0.45,475.1499938964844,2025-07-30 00:00:00,-1.61,465.3999938964844,2025-08-06 00:00:00,-0.23,471.8999938964844,2025-08-22 00:00:00,1.42,479.70001220703125,2025-10-21 00:00:00,,,,,,,4.04,492.1000061035156,2025-10-30 00:00:00,0.45,-1.61,-0.23,1.42,,,4.04,473.0
HERITGFOOD,Golden cross,2025-07-22,477.0,15,-2.51,465.04998779296875,2025-07-29 00:00:00,-2.23,466.3500061035156,2025-08-05 00:00:00,-0.7,473.6499938964844,2025-08-21 00:00:00,0.65,480.1000061035156,2025-10-20 00:00:00,,,,,,,3.17,492.1000061035156,2025-10-30 00:00:00,-2.51,-2.23,-0.7,0.65,,,3.17,477.0
HEROMOTOCO,Accumulation Signal,2025-08-08,4599.7998046875,6,8.35,4984.0,2025-08-18 00:00:00,8.65,4997.89990234375,2025-08-22 00:00:00,18.33,5443.0,2025-09-08 00:00:00,,,,,,,,,,19.9,5515.0,2025-10-30 00:00:00,8.35,8.65,18.33,,,,19.9,4600.0
HEROMOTOCO,Golden cross,2025-08-11,4562.0,3,9.25,4984.0,2025-08-18 00:00:00,11.0,5063.7998046875,2025-08-25 00:00:00,17.28,5350.5,2025-09-10 00:00:00,,,,,,,,,,20.89,5515.0,2025-10-30 00:00:00,9.25,11.0,17.28,,,,20.89,4562.0
HEROMOTOCO,Golden cross,2025-08-08,4600.0,4,8.35,4984.0,2025-08-18 00:00:00,8.65,4997.89990234375,2025-08-22 00:00:00,18.33,5443.0,2025-09-08 00:00:00,,,,,,,,,,19.89,5515.0,2025-10-30 00:00:00,8.35,8.65,18.33,,,,19.89,4600.0
HESTERBIO,Accumulation Signal,2025-08-08,1951.5999755859373,1,-1.22,1927.699951171875,2025-08-18 00:00:00,3.45,2018.9000244140625,2025-08-22 00:00:00,9.48,2136.699951171875,2025-09-08 00:00:00,,,,,,,,,,-18.23,1595.800048828125,2025-10-30 00:00:00,-1.22,3.45,9.48,,,,-18.23,1952.0
HESTERBIO,Golden cross,2025-09-09,2118.0,5,-2.6,2063.0,2025-09-16 00:00:00,-6.61,1978.0999755859375,2025-09-23 00:00:00,-16.89,1760.199951171875,2025-10-09 00:00:00,,,,,,,,,,-24.66,1595.800048828125,2025-10-30 00:00:00,-2.6,-6.61,-16.89,,,,-24.66,2118.0
HESTERBIO,Golden cross,2025-09-04,2102.0,5,0.75,2117.699951171875,2025-09-11 00:00:00,-3.08,2037.300048828125,2025-09-18 00:00:00,-14.66,1793.9000244140625,2025-10-06 00:00:00,,,,,,,,,,-24.08,1595.800048828125,2025-10-30 00:00:00,0.75,-3.08,-14.66,,,,-24.08,2102.0
HESTERBIO,Golden cross,2024-05-15,1752.0,3,-0.72,1739.3546142578125,2024-05-22 00:00:00,1.95,1786.228515625,2024-05-29 00:00:00,7.29,1879.777587890625,2024-06-14 00:00:00,46.85,2572.894775390625,2024-08-13 00:00:00,50.31,2633.51611328125,2024-11-11 00:00:00,2.54,1796.569091796875,2025-05-15 00:00:00,-8.92,1595.800048828125,2025-10-30 00:00:00,-0.72,1.95,7.29,46.85,50.31,2.54,-8.92,1745.0
HEUBACHIND,Death cross,2024-04-29,413.0,1,-4.23,395.54998779296875,2024-05-06 00:00:00,-8.12,379.45001220703125,2024-05-13 00:00:00,-7.74,381.04998779296875,2024-05-29 00:00:00,18.9,491.04998779296875,2024-07-29 00:00:00,31.08,541.3499755859375,2024-10-28 00:00:00,42.31,587.75,2025-04-29 00:00:00,25.23,517.2000122070312,2025-10-31 00:00:00,-4.23,-8.12,-7.74,18.9,31.08,42.31,25.23,413.0
HEUBACHIND,Death cross,2024-04-26,417.0,4,-4.05,400.1000061035156,2024-05-03 00:00:00,-8.5,381.54998779296875,2024-05-10 00:00:00,-6.67,389.20001220703125,2024-05-27 00:00:00,17.84,491.3999938964844,2024-07-25 00:00:00,30.14,542.7000122070312,2024-10-23 00:00:00,41.04,588.1500244140625,2025-04-28 00:00:00,24.03,517.2000122070312,2025-10-31 00:00:00,-4.05,-8.5,-6.67,17.84,30.14,41.04,24.03,417.0
HEUBACHIND,Death cross,2024-04-24,409.0,2,-3.18,396.0,2024-05-02 00:00:00,-4.08,392.29998779296875,2024-05-08 00:00:00,-4.32,391.3500061035156,2024-05-24 00:00:00,26.55,517.5999755859375,2024-07-23 00:00:00,32.53,542.0499877929688,2024-10-21 00:00:00,43.63,587.4500122070312,2025-04-24 00:00:00,26.45,517.2000122070312,2025-10-31 00:00:00,-3.18,-4.08,-4.32,26.55,32.53,43.63,26.45,409.0
HEXATRADEX,Death cross,2024-05-30,146.0,4,2.71,149.9499969482422,2024-06-06 00:00:00,2.65,149.8699951171875,2024-06-13 00:00:00,31.55,192.07000732421875,2024-07-01 00:00:00,109.41,305.739990234375,2024-08-28 00:00:00,85.86,271.3500061035156,2024-11-26 00:00:00,25.56,183.32000732421875,2025-05-30 00:00:00,18.98,173.7100067138672,2025-10-31 00:00:00,2.71,2.65,31.55,109.41,85.86,25.56,18.98,146.0
HEXATRADEX,Death cross,2024-05-29,147.0,2,1.8,149.64999389648438,2024-06-05 00:00:00,1.59,149.33999633789062,2024-06-12 00:00:00,35.82,199.64999389648438,2024-06-28 00:00:00,98.09,291.19000244140625,2024-08-27 00:00:00,84.52,271.25,2024-11-25 00:00:00,28.54,188.9499969482422,2025-05-29 00:00:00,18.17,173.7100067138672,2025-10-31 00:00:00,1.8,1.59,35.82,98.09,84.52,28.54,18.17,147.0
